flight_id,airline,source,destination,departure_time,arrival_time,duration,_ingested_at,_source_file,_is_valid,_ingestion_errors
AI222,UNKNOWN,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,01:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
SJ025,SpiceJet,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,03:27:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F255,,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,03:34:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK228,Vistara,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,03:10:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,04:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ218,SpiceJet,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,03:05:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,00:56:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,04:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,01:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,03:40:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,00:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,02:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,03:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,03:20:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI038,Air India,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,04:39:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,02:15:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,02:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,00:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,04:23:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,03:16:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,01:02:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,00:45:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,03:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,01:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,01:00:00.298000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,03:09:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,02:27:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,01:26:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,03:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,04:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,03:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,03:13:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,03:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,03:28:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,01:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,03:08:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,01:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,02:13:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,04:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,02:27:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,01:17:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI044,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,03:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,04:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,04:07:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,05:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,00:35:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,00:36:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK229,UNKNOWN,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI047,,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI088,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI128,,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ138,,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,00:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,00:39:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,01:25:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,01:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,01:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,00:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,01:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,01:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,00:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F250,UNKNOWN,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F250,UNKNOWN,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI009,,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI226,,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
